k600,Vms,Qm3s,slope,depth,width,place,data1,data
77.24034784,0.5434,,0.180778016,0.02,,Paramos,6-Aug,This Study
121.4769855,0.78936,,0.180778016,0.025,,Paramos,6-Aug,This Study
82.86396003,0.6864,,0.154875155,0.02,,Paramos,6-Aug,This Study
38.43880879,0.3718,,0.120621005,0.02,,Paramos,6-Aug,This Study
43.34992567,0.12012,,0.19983921,0.07,,Paramos,6-Aug,This Study
22.77372451,0.13156,,0.148024304,0.03,,Paramos,6-Aug,This Study
31.13465816,0.50908,,0.060716812,0.025,,Paramos,6-Aug,This Study
10.5937899,0.16588,,0.036441336,0.05,,Paramos,6-Aug,This Study
4.741858481,0.37752,,0.006489303,0.05,,Paramos,6-Aug,This Study
6.225423477,0.04004,,0.046525835,0.13,,Paramos,6-Aug,This Study
4.217356545,0.16588,,0.008501514,0.1,,Paramos,6-Aug,This Study
2.199942688,0.04576,,0.014833501,0.1,,Paramos,6-Aug,This Study
10.39471769,0.0572,,0.077783466,0.08,,Paramos,6-Aug,This Study
1.795487194,0.09152,,0.00675895,0.08,,Paramos,6-Aug,This Study
0,0,,0.014511245,0.07,,Paramos,6-Aug,This Study
11.70613828,0.10868,,0.053067203,0.065,,Paramos,6-Aug,This Study
19.05227959,0.19499,,0.068639617,0.04,,Paramos,12-Aug,This Study
6.429690636,0.06851,,0.068639617,0.03,,Paramos,12-Aug,This Study
14.7609863,0.08959,,0.097948653,0.05,,Paramos,12-Aug,This Study
7.569918152,0.05797,,0.063994444,0.06,,Paramos,12-Aug,This Study
12.78580831,0.13175,,0.086309148,0.025,,Paramos,12-Aug,This Study
12.60879777,0.28985,,0.027036277,0.045,,Paramos,12-Aug,This Study
16.09953074,0.18445,,0.06512113,0.035,,Paramos,12-Aug,This Study
30.73078099,0.38471,,0.090654528,0.02,,Paramos,12-Aug,This Study
20.12766419,0.41106,,0.034631852,0.04,,Paramos,12-Aug,This Study
69.81666802,0.69037,,0.127020622,0.02,,Paramos,12-Aug,This Study
39.18417779,0.50592,,0.090577887,0.02,,Paramos,12-Aug,This Study
66.59556342,0.58497,,0.142158658,0.02,,Paramos,12-Aug,This Study
33.73356072,0.43214,,0.106707963,0.015,,Paramos,12-Aug,This Study
66.60190081,0.86955,,0.074785413,0.03,,Paramos,12-Aug,This Study
0.522656719,0.74307,,0.000421359,0.025,,Paramos,12-Aug,This Study
108.8019998,0.66929,,0.188379804,0.025,,Paramos,12-Aug,This Study
66.53664039,0.60078,,0.138280041,0.02,,Paramos,12-Aug,This Study
85.51804352,0.69564,,0.138280041,0.025,,Paramos,12-Aug,This Study
29.54562394,0.12121,,0.180778016,0.04,,Paramos,12-Aug,This Study
55.81134456,0.24769,,0.180778016,0.04,,Paramos,12-Aug,This Study
9.562874812,0.04743,,0.154875155,0.03,,Paramos,12-Aug,This Study
14.12063145,0.1054,,0.120621005,0.025,,Paramos,12-Aug,This Study
79.97831798,0.51119,,0.19983921,0.02,,Paramos,12-Aug,This Study
52.97772682,0.37944,,0.148024304,0.025,,Paramos,12-Aug,This Study
21.13673762,0.57443,,0.060716812,0.01,,Paramos,12-Aug,This Study
21.25346889,0.6324,,0.036441336,0.02,,Paramos,12-Aug,This Study
7.982225047,1.40709,,0.006489303,0.015,,Paramos,12-Aug,This Study
50.19063586,1.01711,,0.046525835,0.03,,Paramos,12-Aug,This Study
6.904114717,0.66929,,0.008501514,0.025,,Paramos,12-Aug,This Study
9.647173412,0.55862,,0.014833501,0.025,,Paramos,12-Aug,This Study
22.84264269,0.17391,,0.077783466,0.055,,Paramos,12-Aug,This Study
8.620341231,1.08035,,0.00675895,0.025,,Paramos,12-Aug,This Study
19.1832068,1.1067,,0.014511245,0.03,,Paramos,12-Aug,This Study
45.91270257,0.90117,,0.053067203,0.025,,Paramos,12-Aug,This Study
